Atenas 2004
ID;Name;Sex;Age;Height;Weight;Team;NOC;Season;City;Sport;Medal
22278;Nicoleta Coica;F;22.0;172.0;68.0;Moldova;MDA;Summer;Athina;Swimming;
22301;Jos Antonio Colado Castro;M;27.0;161.0;60.0;Spain;ESP;Summer;Athina;Shooting;
22303;LaTasha Lavon Colander-Richardson (-Clark);F;27.0;168.0;52.0;United States;USA;Summer;Athina;Athletics;
22343;Daniel Coleman;M;20.0;180.0;79.0;Ghana;GHA;Summer;Athina;Football;
22353;Maria Coleman;F;35.0;173.0;65.0;Ireland;IRL;Summer;Athina;Sailing;
22364;"Nicola Anne ""Nicky"" Coles";F;32.0;178.0;73.0;New Zealand;NZL;Summer;Athina;Rowing;
22379;"Kathryn A. ""Kathy"" Colin";F;30.0;172.0;68.0;United States;USA;Summer;Athina;Canoeing;
22392;Alejandro Juan Colla;M;33.0;190.0;100.0;Argentina;ARG;Summer;Athina;Sailing;
22396;Teresita Natvidad Collado Ramos;F;32.0;158.0;49.0;Guatemala;GUA;Summer;Athina;Athletics;
22397;Dorian ollaku;M;27.0;183.0;96.0;Albania;ALB;Summer;Athina;Athletics;
22408;Rodolfo Anibal Collazo Tourn;M;21.0;177.0;71.0;Uruguay;URU;Summer;Athina;Rowing;
22416;Andrew Collett;M;25.0;173.0;66.0;Australia;AUS;Summer;Athina;Judo;
22457;"Daniel James ""Danny"" Collins";M;33.0;190.0;100.0;Australia;AUS;Summer;Athina;Canoeing;
22467;Killian Collins;M;26.0;195.0;102.0;Ireland;IRL;Summer;Athina;Sailing;
22468;Kim Collins;M;28.0;180.0;77.0;Saint Kitts and Nevis;SKN;Summer;Athina;Athletics;
22469;Melissa Collins;F;27.0;165.0;61.0;Canada;CAN;Summer;Athina;Water Polo;
22480;Tim Collins;M;28.0;185.0;82.0;Bermuda;BER;Summer;Athina;Equestrianism;
22481;Simone Collio;M;24.0;180.0;74.0;Italy;ITA;Summer;Athina;Athletics;
22486;Marie Collonvill;F;30.0;163.0;56.0;France;FRA;Summer;Athina;Athletics;
22495;Fabricio Coloccini;M;22.0;182.0;79.0;Argentina;ARG;Summer;Athina;Football;Gold
22530;Manuel Coln Rodrguez;M;27.0;195.0;103.0;Spain;ESP;Summer;Athina;Handball;
22563;Drago Cristian Coman;M;23.0;176.0;62.0;Romania;ROU;Summer;Athina;Swimming;
22571;Jaume Comas Font;M;30.0;186.0;75.0;Spain;ESP;Summer;Athina;Basketball;
22576;Oriol Combarros Vilaseca;M;24.0;167.0;67.0;Spain;ESP;Summer;Athina;Gymnastics;
22585;Camila Comin;F;21.0;157.0;46.0;Brazil;BRA;Summer;Athina;Gymnastics;
22601;Megan Helen Compain;F;28.0;175.0;65.0;New Zealand;NZL;Summer;Athina;Basketball;
22606;Tom Compernolle;M;28.0;171.0;53.0;Belgium;BEL;Summer;Athina;Athletics;
22613;Philippe Comtois;M;27.0;175.0;80.0;Canada;CAN;Summer;Athina;Diving;
22632;Martn Alejo Conde;M;32.0;186.0;90.0;Argentina;ARG;Summer;Athina;Beach Volleyball;
22658;Cong Huanling;F;26.0;178.0;72.0;China;CHN;Summer;Athina;Rowing;
22669;Marie-Jolle Conjungo;F;29.0;168.0;62.0;Central African Republic;CAF;Summer;Athina;Athletics;
22720;Lars Conrad;M;28.0;187.0;80.0;Germany;GER;Summer;Athina;Swimming;
22720;Lars Conrad;M;28.0;187.0;80.0;Germany;GER;Summer;Athina;Swimming;Silver
22736;Rosaria Console;F;24.0;160.0;42.0;Italy;ITA;Summer;Athina;Athletics;
22767;Javier Alberto Conte;M;28.0;165.0;64.0;Argentina;ARG;Summer;Athina;Sailing;
22776;Francesca Cristiana Conti;F;32.0;179.0;71.0;Italy;ITA;Summer;Athina;Water Polo;Gold
22779;Giulia Conti;F;16.0;173.0;62.0;Italy;ITA;Summer;Athina;Sailing;
22792;Dalia Contreras Rivero;F;20.0;155.0;49.0;Venezuela;VEN;Summer;Athina;Taekwondo;
22803;Nancy Llarely Contreras Reyes;F;26.0;168.0;62.0;Mexico;MEX;Summer;Athina;Cycling;
22832;"Edward ""Ed"" Coode";M;29.0;193.0;96.0;Great Britain;GBR;Summer;Athina;Rowing;Gold
22844;Christopher Anthony Cook;M;25.0;180.0;76.0;Great Britain;GBR;Summer;Athina;Swimming;
22852;Jacqui Cook;F;28.0;175.0;68.0;Canada;CAN;Summer;Athina;Rowing;
22859;Natalie Louise Cook;F;29.0;181.0;73.0;Australia;AUS;Summer;Athina;Beach Volleyball;
22870;Allison Petra Cook-Tranquilli;F;31.0;178.0;69.0;Australia;AUS;Summer;Athina;Basketball;Silver
22873;Baden Hamilton Cooke;M;25.0;178.0;76.0;Australia;AUS;Summer;Athina;Cycling;
22889;Nicole Denise Cooke;F;21.0;167.0;58.0;Great Britain;GBR;Summer;Athina;Cycling;
22891;Rebecca Cooke;F;21.0;173.0;58.0;Great Britain;GBR;Summer;Athina;Swimming;
22959;Todd Alexander Cooper;M;21.0;183.0;73.0;Great Britain;GBR;Summer;Athina;Swimming;
22961;Anuradha Indrajith Cooray;M;26.0;178.0;58.0;Sri Lanka;SRI;Summer;Athina;Athletics;
22966;Iztok op;M;32.0;190.0;89.0;Slovenia;SLO;Summer;Athina;Rowing;Silver
22968;Eileen Marie Coparropa Alemn;F;23.0;170.0;70.0;Panama;PAN;Summer;Athina;Swimming;
22969;Haley Cope (-Clark);F;25.0;177.0;63.0;United States;USA;Summer;Athina;Swimming;
22969;Haley Cope (-Clark);F;25.0;177.0;63.0;United States;USA;Summer;Athina;Swimming;Silver
22979;Elizabeth Carina Copes;F;27.0;172.0;70.0;Argentina;ARG;Summer;Athina;Judo;
22980;Toma opi;M;34.0;173.0;63.0;Slovenia;SLO;Summer;Athina;Sailing;
23013;Florin Corbeanu;M;28.0;196.0;94.0;Romania;ROU;Summer;Athina;Rowing;
23033;"Robbie ""Rob"" Cordemans";M;29.0;190.0;93.0;Netherlands;NED;Summer;Athina;Baseball;
23077;Christian Cormack;M;27.0;165.0;57.0;Great Britain;GBR;Summer;Athina;Rowing;
23080;Daniel Ryan Cormier;M;25.0;180.0;96.0;United States;USA;Summer;Athina;Wrestling;
23087;Gheorghe Ovidiu Cornea;M;24.0;191.0;95.0;Romania;ROU;Summer;Athina;Rowing;
23136;Alessandro Corona;M;32.0;195.0;95.0;Italy;ITA;Summer;Athina;Rowing;
23137;Jos de Jess Corona Rodrguez;M;23.0;188.0;83.0;Mexico;MEX;Summer;Athina;Football;
23150;Raquel Corral Aznar;F;23.0;175.0;65.0;Spain;ESP;Summer;Athina;Synchronized Swimming;
23157;Darwin Mauricio Correa Kaminski;M;26.0;172.0;75.0;Uruguay;URU;Summer;Athina;Canoeing;
23161;Javier Andrs Correa;M;28.0;169.0;70.0;Argentina;ARG;Summer;Athina;Canoeing;
23176;"Maritza ""Ritz"" Correia (-McClendon)";F;22.0;175.0;61.0;United States;USA;Summer;Athina;Swimming;Silver
23191;Cristiana Corsi;F;28.0;170.0;57.0;Italy;ITA;Summer;Athina;Taekwondo;
23193;Claudia Corsini;F;26.0;165.0;59.0;Italy;ITA;Summer;Athina;Modern Pentathlon;
23200;Nadia Cortassa (-Gabba);F;26.0;173.0;56.0;Italy;ITA;Summer;Athina;Triathlon;
23215;Marisa Cortesi;F;34.0;163.0;50.0;Switzerland;SUI;Summer;Athina;Equestrianism;
23255;Claudia Coslovich;F;32.0;170.0;74.0;Italy;ITA;Summer;Athina;Athletics;
23282;Eduardo Edilio Costa;M;26.0;176.0;100.0;Argentina;ARG;Summer;Athina;Judo;
23284;Fernando Eurico de Barros Oliveira da Fonseca e Costa;M;19.0;181.0;78.0;Portugal;POR;Summer;Athina;Swimming;
23290;Joo Carlos Calvete Pereira da Costa;M;39.0;182.0;100.0;Portugal;POR;Summer;Athina;Shooting;
23293;Jorge Manuel Guerreiro Costa;M;43.0;170.0;64.0;Portugal;POR;Summer;Athina;Athletics;
23296;Keila da Silva da Costa;F;21.0;170.0;63.0;Brazil;BRA;Summer;Athina;Athletics;
23308;Ricardo Miguel Moreira da Costa;M;23.0;183.0;80.0;Portugal;POR;Summer;Athina;Football;
23316;Walter Costa;M;31.0;185.0;82.0;Angola;ANG;Summer;Athina;Basketball;
23344;Elizabeth Mary Coster;F;21.0;176.0;65.0;New Zealand;NZL;Summer;Athina;Swimming;
23345;Kalle Kristian Coster;M;21.0;188.0;65.0;Netherlands;NED;Summer;Athina;Sailing;
23346;Sven Erik Coster;M;25.0;183.0;61.0;Netherlands;NED;Summer;Athina;Sailing;
23393;Simon Cottle;M;28.0;193.0;95.0;Great Britain;GBR;Summer;Athina;Rowing;
23397;Amy Cotton;F;24.0;180.0;78.0;Canada;CAN;Summer;Athina;Judo;
23400;Rebecca Christina Cotton;F;29.0;184.0;72.0;New Zealand;NZL;Summer;Athina;Basketball;
23413;Cline Couderc;F;21.0;174.0;62.0;France;FRA;Summer;Athina;Swimming;
23426;Natalie Anne Coughlin (-Hall);F;21.0;173.0;63.0;United States;USA;Summer;Athina;Swimming;Bronze
23426;Natalie Anne Coughlin (-Hall);F;21.0;173.0;63.0;United States;USA;Summer;Athina;Swimming;Silver
23426;Natalie Anne Coughlin (-Hall);F;21.0;173.0;63.0;United States;USA;Summer;Athina;Swimming;Gold
23451;Shaun Coulton;M;24.0;191.0;94.0;Australia;AUS;Summer;Athina;Rowing;
23466;Didier Courrges;M;44.0;171.0;65.0;France;FRA;Summer;Athina;Equestrianism;
23466;Didier Courrges;M;44.0;171.0;65.0;France;FRA;Summer;Athina;Equestrianism;Gold
23504;Geisa Aparecida Muniz Coutinho;F;24.0;161.0;55.0;Brazil;BRA;Summer;Athina;Athletics;
23510;Jos Guilherme Ferreira do Couto;M;26.0;192.0;82.0;Portugal;POR;Summer;Athina;Swimming;
23511;Kurt Leonel da Rocha Couto;M;19.0;180.0;74.0;Mozambique;MOZ;Summer;Athina;Athletics;
23532;Dean Warren Couzins;M;23.0;182.0;77.0;New Zealand;NZL;Summer;Athina;Hockey;
23540;Victor Covalenco;M;28.0;185.0;78.0;Moldova;MDA;Summer;Athina;Athletics;
23542;Mihai Claudiu Covaliu;M;26.0;181.0;73.0;Romania;ROU;Summer;Athina;Fencing;
23549;Kirsty Leigh Coventry (-Seward);F;20.0;176.0;64.0;Zimbabwe;ZIM;Summer;Athina;Swimming;Silver
23549;Kirsty Leigh Coventry (-Seward);F;20.0;176.0;64.0;Zimbabwe;ZIM;Summer;Athina;Swimming;Gold
23549;Kirsty Leigh Coventry (-Seward);F;20.0;176.0;64.0;Zimbabwe;ZIM;Summer;Athina;Swimming;Bronze
23575;Alison Cox;F;25.0;182.0;83.0;United States;USA;Summer;Athina;Rowing;Silver
23580;Crystal Shinelle Cox (-Walker);F;25.0;190.0;81.0;United States;USA;Summer;Athina;Athletics;
23593;Ryan Rodney Cox;M;25.0;177.0;62.0;South Africa;RSA;Summer;Athina;Cycling;
23597;Sophie Cox;F;22.0;160.0;52.0;Great Britain;GBR;Summer;Athina;Judo;
23621;Paolo Alfredo Cozzi;M;24.0;200.0;86.0;Italy;ITA;Summer;Athina;Volleyball;Silver
23627;Dion Kwasi Crabbe;M;27.0;178.0;77.0;British Virgin Islands;IVB;Summer;Athina;Athletics;
23632;Jane Louise Crabtree;F;23.0;163.0;63.0;Australia;AUS;Summer;Athina;Badminton;
23636;James Edward Cracknell;M;32.0;192.0;100.0;Great Britain;GBR;Summer;Athina;Rowing;Gold
23642;Alistair Ian Cragg;M;24.0;180.0;60.0;Ireland;IRL;Summer;Athina;Athletics;
23676;Deirdre Crampton;F;28.0;173.0;68.0;Canada;CAN;Summer;Athina;Sailing;
23723;Shawn Crawford;M;26.0;181.0;86.0;United States;USA;Summer;Athina;Athletics;
23723;Shawn Crawford;M;26.0;181.0;86.0;United States;USA;Summer;Athina;Athletics;Gold
23723;Shawn Crawford;M;26.0;181.0;86.0;United States;USA;Summer;Athina;Athletics;Silver
23724;Yunaika Crawford Rogert;F;21.0;164.0;78.0;Cuba;CUB;Summer;Athina;Athletics;Bronze
23729;David William Crawshay;M;25.0;191.0;89.0;Australia;AUS;Summer;Athina;Rowing;
23752;"Alexander Soria ""Alex"" Cremidan";M;23.0;192.0;92.0;Greece;GRE;Summer;Athina;Baseball;
23768;Jos Antonio Crespo Ortiz;M;27.0;180.0;80.0;Spain;ESP;Summer;Athina;Badminton;
23795;Jrme Marcel Crews;M;27.0;190.0;88.0;Germany;GER;Summer;Athina;Athletics;
23814;Adrian Crian;M;24.0;186.0;85.0;Romania;ROU;Summer;Athina;Table Tennis;
23821;Jessica Crisp;F;34.0;167.0;55.0;Australia;AUS;Summer;Athina;Sailing;
23826;Ernesto Rubn Cristaldo Santa Cruz;M;20.0;180.0;75.0;Paraguay;PAR;Summer;Athina;Football;Silver
23831;Olga Cristea;F;16.0;172.0;60.0;Moldova;MDA;Summer;Athina;Athletics;
23834;Cristiane Rozeira de Souza Silva;F;19.0;176.0;69.0;Brazil;BRA;Summer;Athina;Football;Silver
23835;Cristiano Ronaldo dos Santos Aveiro;M;19.0;186.0;80.0;Portugal;POR;Summer;Athina;Football;
23836;Albert Maximo Cristina;M;33.0;194.0;95.0;Netherlands;NED;Summer;Athina;Volleyball;
23868;Ian Lowell Crocker;M;21.0;193.0;86.0;United States;USA;Summer;Athina;Swimming;
23868;Ian Lowell Crocker;M;21.0;193.0;86.0;United States;USA;Summer;Athina;Swimming;Bronze
23868;Ian Lowell Crocker;M;21.0;193.0;86.0;United States;USA;Summer;Athina;Swimming;Silver
23868;Ian Lowell Crocker;M;21.0;193.0;86.0;United States;USA;Summer;Athina;Swimming;Gold
23895;Philipp Crone;M;27.0;173.0;82.0;Germany;GER;Summer;Athina;Hockey;Bronze
23899;Carol Cronin;F;40.0;157.0;59.0;United States;USA;Summer;Athina;Sailing;
23902;Johan Tobias Cronje;M;22.0;182.0;69.0;South Africa;RSA;Summer;Athina;Athletics;
23903;Nicoleen Cronje;F;21.0;168.0;53.0;South Africa;RSA;Summer;Athina;Athletics;
23906;Toni Maree Cronk;F;24.0;170.0;60.0;Australia;AUS;Summer;Athina;Hockey;
23952;Tara Lavell Cross-Battle;F;35.0;182.0;76.0;United States;USA;Summer;Athina;Volleyball;
23965;Fabio Crotta;M;24.0;175.0;69.0;Switzerland;SUI;Summer;Athina;Equestrianism;
23987;"Tamara ""Tammy"" Crow (-DeClercq)";F;27.0;160.0;48.0;United States;USA;Summer;Athina;Synchronized Swimming;Bronze
24035;Edvandro de Souza Cruz;M;26.0;170.0;57.0;Brazil;BRA;Summer;Athina;Cycling;
24036;Eglis Yaima Cruz Farfn;F;24.0;159.0;63.0;Cuba;CUB;Summer;Athina;Shooting;
24041;Iohana Cruz Talabera;F;24.0;149.0;45.0;Cuba;CUB;Summer;Athina;Diving;
24083;Gbor Csszr;M;20.0;198.0;96.0;Hungary;HUN;Summer;Athina;Handball;
24093;Lszl Cseh, Jr.;M;18.0;188.0;83.0;Hungary;HUN;Summer;Athina;Swimming;
24093;Lszl Cseh, Jr.;M;18.0;188.0;83.0;Hungary;HUN;Summer;Athina;Swimming;Bronze
24104;Csaba Cserp;M;21.0;184.0;65.0;Hungary;HUN;Summer;Athina;Sailing;
24120;Levente Csillag;M;34.0;190.0;81.0;Hungary;HUN;Summer;Athina;Athletics;
24131;Zsuzsanna Csobnki;F;21.0;176.0;62.0;Hungary;HUN;Summer;Athina;Swimming;
24138;Zsfia Katalin Csonka;F;20.0;164.0;89.0;Hungary;HUN;Summer;Athina;Shooting;
24154;Sebastin Ariel Cuattrin;M;30.0;183.0;86.0;Brazil;BRA;Summer;Athina;Canoeing;
24166;mer ubuku;M;24.0;168.0;66.0;Turkey;TUR;Summer;Athina;Wrestling;
24169;Claudia Alina Cucerzan;F;30.0;164.0;54.0;Romania;ROU;Summer;Athina;Athletics;
24174;Yann Cucherat;M;24.0;171.0;70.0;France;FRA;Summer;Athina;Gymnastics;
24182;"Timothy John ""Tim"" Cuddihy";M;17.0;184.0;84.0;Australia;AUS;Summer;Athina;Archery;Bronze
24182;"Timothy John ""Tim"" Cuddihy";M;17.0;184.0;84.0;Australia;AUS;Summer;Athina;Archery;
24226;Nikita Cuffe;F;24.0;179.0;73.0;Australia;AUS;Summer;Athina;Water Polo;
24278;Alan Lawrence Culpepper;M;31.0;186.0;59.0;United States;USA;Summer;Athina;Athletics;
24279;Shayne Willie Culpepper (Whille-);F;30.0;165.0;51.0;United States;USA;Summer;Athina;Athletics;
24281;Yumileidi Cumb Jay;F;29.0;183.0;104.0;Cuba;CUB;Summer;Athina;Athletics;Gold
24300;"Stephen Phillip ""Steve"" Cummings";M;23.0;190.0;75.0;Great Britain;GBR;Summer;Athina;Cycling;Silver
24304;Diane S. Cummins;F;30.0;165.0;50.0;Canada;CAN;Summer;Athina;Athletics;
24309;Erin Cumpstone;F;23.0;173.0;68.0;Canada;CAN;Summer;Athina;Softball;
24350;Petar Cupa;M;24.0;182.0;77.0;Croatia;CRO;Summer;Athina;Sailing;
24370;Ben Cureton;M;23.0;184.0;70.0;Australia;AUS;Summer;Athina;Rowing;Silver
24420;John Curtis;M;37.0;173.0;68.0;Canada;CAN;Summer;Athina;Sailing;
24426;Juan Esteban Curuchet;M;39.0;175.0;65.0;Argentina;ARG;Summer;Athina;Cycling;
24428;Corneli Vasile Curuzan;M;30.0;196.0;90.0;Romania;ROU;Summer;Athina;Canoeing;
24447;Pieter Johan Jozef Maria Custers;M;20.0;188.0;77.0;Netherlands;NED;Summer;Athina;Archery;
24453;Ryan Cuthbert;M;24.0;195.0;90.0;Canada;CAN;Summer;Athina;Canoeing;
24462;Myriam Cutolo;F;19.0;173.0;56.0;Italy;ITA;Summer;Athina;Sailing;
24502;Eric Cyr;M;25.0;195.0;90.0;Canada;CAN;Summer;Athina;Baseball;
24510;Jakub Czaja;M;23.0;180.0;64.0;Poland;POL;Summer;Athina;Athletics;
24512;Magorzata Czajczyska;F;23.0;171.0;65.0;Poland;POL;Summer;Athina;Canoeing;
24517;Marcin Czajkowski;M;22.0;180.0;72.0;Poland;POL;Summer;Athina;Sailing;
24529;Vanessa Czarnecki;F;24.0;165.0;68.0;Greece;GRE;Summer;Athina;Softball;
24539;Pter Czgai;M;28.0;176.0;68.0;Hungary;HUN;Summer;Athina;Sailing;
24568;Melinda Czink;F;21.0;178.0;62.0;Hungary;HUN;Summer;Athina;Tennis;
24576;Zoltn Czukor;M;41.0;187.0;74.0;Hungary;HUN;Summer;Athina;Athletics;
24578;Sylwia Magdalena Czwojdziska-Gawlikowska;F;21.0;176.0;61.0;Poland;POL;Summer;Athina;Modern Pentathlon;
24589;Andrs Nicols D'Alessandro;M;23.0;170.0;70.0;Argentina;ARG;Summer;Athina;Football;Gold
24590;Jillian D'Alessio;F;19.0;157.0;64.0;Canada;CAN;Summer;Athina;Canoeing;
24646;Vtor Alfonso Rodrigues da Costa;M;30.0;183.0;105.0;Portugal;POR;Summer;Athina;Athletics;
24655;Andr Otto da Fonseca;M;26.0;174.0;78.0;Brazil;BRA;Summer;Athina;Sailing;
24657;Fumilay da Fonseca;F;16.0;168.0;59.0;Sao Tome and Principe;STP;Summer;Athina;Athletics;
24684;Andr Domingos da Silva;M;31.0;187.0;78.0;Brazil;BRA;Summer;Athina;Athletics;
24693;Diogo Andr Silvestre da Silva;M;22.0;178.0;68.0;Brazil;BRA;Summer;Athina;Taekwondo;
24694;Edinanci Fernandes da Silva;F;27.0;175.0;78.0;Brazil;BRA;Summer;Athina;Judo;
24717;Lgia Santos da Silva;F;23.0;161.0;58.0;Brazil;BRA;Summer;Athina;Table Tennis;
24722;Manuel Antnio de Castro da Silva;M;25.0;179.0;65.0;Portugal;POR;Summer;Athina;Athletics;
24740;Washington Lus da Silva;M;28.0;180.0;81.0;Brazil;BRA;Summer;Athina;Boxing;
24748;Sade Daal;F;15.0;170.0;53.0;Suriname;SUR;Summer;Athina;Swimming;
24754;Vencelas Dabaya Tientcheu;M;23.0;167.0;69.0;Cameroon;CMR;Summer;Athina;Weightlifting;
24758;Ali Reza Dabir;M;26.0;172.0;66.0;Iran;IRI;Summer;Athina;Wrestling;
24759;Martyna Dbkowska;F;15.0;166.0;47.0;Poland;POL;Summer;Athina;Rhythmic Gymnastics;
24776;Petar Nachev Dachev;M;25.0;180.0;78.0;Bulgaria;BUL;Summer;Athina;Athletics;
24777;Delyana Dacheva;F;22.0;168.0;67.0;Bulgaria;BUL;Summer;Athina;Canoeing;
24790;Adriana Dadci;F;25.0;175.0;70.0;Poland;POL;Summer;Athina;Judo;
24828;Sabria Dahane;F;19.0;161.0;60.0;Algeria;ALG;Summer;Athina;Swimming;
24829;Roger Dahi;M;42.0;170.0;117.0;Syria;SYR;Summer;Athina;Shooting;
24848;Karl Johan Simon Dahl;M;29.0;182.0;82.0;Sweden;SWE;Summer;Athina;Beach Volleyball;
24860;Dan Anders Hkan Dahlby;M;38.0;185.0;95.0;Sweden;SWE;Summer;Athina;Shooting;
24864;Gunn Rita Dahle-Flesj;F;31.0;173.0;64.0;Norway;NOR;Summer;Athina;Cycling;Gold
24872;"Jennifer ""Jenny"" Dahlgren Fitzner";F;20.0;180.0;110.0;Argentina;ARG;Summer;Athina;Athletics;
24914;Dai Yongjun;F;19.0;174.0;52.0;China;CHN;Summer;Athina;Rhythmic Gymnastics;
24917;Sofiane Daid;M;21.0;183.0;78.0;Algeria;ALG;Summer;Athina;Swimming;
24918;Abderrahmane Daidj;M;27.0;181.0;72.0;Algeria;ALG;Summer;Athina;Fencing;
24952;Detelin Stefanov Dalakliev;M;21.0;170.0;54.0;Bulgaria;BUL;Summer;Athina;Boxing;
25014;Petra Dallmann;F;25.0;184.0;69.0;Germany;GER;Summer;Athina;Swimming;
25014;Petra Dallmann;F;25.0;184.0;69.0;Germany;GER;Summer;Athina;Swimming;Bronze
25016;Davide Dallospedale;M;26.0;179.0;88.0;Italy;ITA;Summer;Athina;Baseball;
25021;Christian Dalmau Santana;M;28.0;192.0;90.0;Puerto Rico;PUR;Summer;Athina;Basketball;
25026;Marie Jesika Dalou;F;25.0;163.0;73.0;Mauritius;MRI;Summer;Athina;Weightlifting;
25044;Richard Dalton;M;24.0;165.0;80.0;Canada;CAN;Summer;Athina;Canoeing;
25049;"Idalina ""Daly"" Borges Mesquita";F;28.0;171.0;59.0;Brazil;BRA;Summer;Athina;Handball;
25057;Lesley Daly;F;38.0;155.0;52.0;Australia;AUS;Summer;Athina;Trampolining;
25088;Damdinsrengiin Nyamkh;M;24.0;178.0;81.0;Mongolia;MGL;Summer;Athina;Judo;
25090;Damdiny Sldbayar;M;23.0;175.0;73.0;Mongolia;MGL;Summer;Athina;Judo;
25098;Georgeta Damian-Andrunache;F;28.0;178.0;75.0;Romania;ROU;Summer;Athina;Rowing;Gold
25105;Manuel Damio;M;26.0;175.0;65.0;Portugal;POR;Summer;Athina;Athletics;
25121;Martin Damm;M;32.0;189.0;90.0;Czech Republic;CZE;Summer;Athina;Tennis;
25171;Ana Dangalakova;F;17.0;173.0;64.0;Bulgaria;BUL;Summer;Athina;Swimming;
25174;Stuart John Dangerfield;M;32.0;170.0;65.0;Great Britain;GBR;Summer;Athina;Cycling;
25203;Roger Peter Daniel;M;34.0;190.0;95.0;Trinidad and Tobago;TTO;Summer;Athina;Shooting;
25208;Daniela Alves Lima;F;20.0;171.0;66.0;Brazil;BRA;Summer;Athina;Football;Silver
25242;Ashot Danielyan;M;30.0;187.0;156.0;Armenia;ARM;Summer;Athina;Weightlifting;
25246;Eleni Daniilidou;F;21.0;183.0;72.0;Greece;GRE;Summer;Athina;Tennis;
25249;Krystyna Danilczyk-Zabawska;F;36.0;183.0;92.0;Poland;POL;Summer;Athina;Athletics;
25258;Aleksandr Danilov;M;34.0;180.0;94.0;Israel;ISR;Summer;Athina;Shooting;
25260;Semyon Danilov;M;17.0;176.0;60.0;Kyrgyzstan;KGZ;Summer;Athina;Swimming;
25261;Vasily Danilov;M;15.0;190.0;80.0;Kyrgyzstan;KGZ;Summer;Athina;Swimming;
25269;Sarah Delphine lonore Daninthe;F;24.0;172.0;69.0;France;FRA;Summer;Athina;Fencing;Bronze
25272;Mariusz Daniszewski;M;25.0;197.0;94.0;Poland;POL;Summer;Athina;Rowing;
25276;Taras Hryhoriyovych Danko;M;24.0;177.0;84.0;Ukraine;UKR;Summer;Athina;Wrestling;
25292;"Daniel Miguel ""Danny"" Alves Gomes";M;21.0;177.0;71.0;Portugal;POR;Summer;Athina;Football;
25304;Alois Dansou;M;22.0;180.0;75.0;Benin;BEN;Summer;Athina;Swimming;
25307;Dante Guimares Santos do Amaral;M;23.0;201.0;86.0;Brazil;BRA;Summer;Athina;Volleyball;Gold
25322;Anthony Danze;M;20.0;185.0;80.0;Australia;AUS;Summer;Athina;Football;
25333;Dominique Daquin;M;31.0;197.0;85.0;France;FRA;Summer;Athina;Volleyball;
25338;"Fabiana ""Dara"" Carvalho Carneiro Diniz";F;23.0;183.0;71.0;Brazil;BRA;Summer;Athina;Handball;
25343;Oleksandr Serhiyovych Darahan;M;26.0;180.0;84.0;Ukraine;UKR;Summer;Athina;Wrestling;
25351;Benjamin Ren Pierre Darbelet;M;23.0;170.0;60.0;France;FRA;Summer;Athina;Judo;
25357;Paul Darby-Dowman;M;26.0;185.0;93.0;Great Britain;GBR;Summer;Athina;Canoeing;
25379;Dennis Theodore Darling;M;29.0;183.0;77.0;Bahamas;BAH;Summer;Athina;Athletics;
25383;Darly Zogbi de Paula;F;21.0;178.0;70.0;Brazil;BRA;Summer;Athina;Handball;
25400;Santiago Darraidou;M;23.0;194.0;95.0;Argentina;ARG;Summer;Athina;Volleyball;
25427;Mouma Das;F;20.0;149.0;47.0;India;IND;Summer;Athina;Table Tennis;
25441;Aylin Dadelen;F;22.0;160.0;55.5;Turkey;TUR;Summer;Athina;Weightlifting;
25485;Suriya Dattuyawat;M;25.0;169.0;69.0;Thailand;THA;Summer;Athina;Weightlifting;
25501;Line Daugaard (-Widt Fruensgaard);F;26.0;174.0;65.0;Denmark;DEN;Summer;Athina;Handball;Gold
25523;Edvinas Dautartas;M;16.0;194.0;89.0;Lithuania;LTU;Summer;Athina;Swimming;
25545;Ross Paul Davenport;M;20.0;187.0;76.0;Great Britain;GBR;Summer;Athina;Swimming;
25609;Caryn Davies;F;22.0;193.0;82.0;United States;USA;Summer;Athina;Rowing;Silver
25615;"David ""Dave"" Davies";M;19.0;190.0;84.0;Great Britain;GBR;Summer;Athina;Swimming;Bronze
25618;Emma Davies (-Jones);F;25.0;177.0;66.0;Great Britain;GBR;Summer;Athina;Cycling;
25640;Rhian Davies;F;23.0;172.0;55.0;Australia;AUS;Summer;Athina;Football;
25710;Malachi John Davis;M;26.0;183.0;79.0;Great Britain;GBR;Summer;Athina;Athletics;
25729;Walter L. Davis;M;25.0;188.0;83.0;United States;USA;Summer;Athina;Athletics;
25733;Karyn Dale Davis-Gojnich;F;43.0;171.0;70.0;Australia;AUS;Summer;Athina;Sailing;
25740;Richard John Davison;M;48.0;173.0;74.0;Great Britain;GBR;Summer;Athina;Equestrianism;
25750;Nadia Davy;F;23.0;168.0;54.0;Jamaica;JAM;Summer;Athina;Athletics;
25750;Nadia Davy;F;23.0;168.0;54.0;Jamaica;JAM;Summer;Athina;Athletics;Bronze
25751;Nikolay Vladimirovich Davydenko;M;23.0;178.0;70.0;Russia;RUS;Summer;Athina;Tennis;
25762;Anastasiya Semyonovna Davydova;F;21.0;170.0;54.0;Russia;RUS;Summer;Athina;Synchronized Swimming;Gold
25770;Nadin Dawani;F;16.0;179.0;79.5;Jordan;JOR;Summer;Athina;Taekwondo;
25796;Peter Douglas Dawson;M;22.0;182.0;74.0;Australia;AUS;Summer;Athina;Cycling;Gold
